SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,PSP-Alexandrium_spp.CellsL-1,DSP-DinophysiaceaeCellsL-1,DSP-ProrocentrumLimaCellsL-1,ASP-Pseudo-nitzschia_spp.CellsL-1,YessotoxinLingulodiniumPolyedrumCellsL-1,YessotoxinProtoceratiumReticulatumCellsL-1,VenerupinProrocentrumCordatumCellsL-1
437/23,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,2023-06-12,ND,ND,ND,400,ND,ND,ND
438/23,Câr y Môr,B097D,Pembrokeshire CC,SM72582343,Porthllisky,2023-06-12,ND,500,ND,4000,ND,ND,ND
439/23,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2023-06-12,ND,300,ND,23700,ND,ND,ND
440/23,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,2023-06-13,ND,ND,ND,ND,ND,ND,ND
442/23,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2023-06-13,ND,120,ND,88000,ND,ND,ND
443/23,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2023-06-13,ND,600,ND,21400,ND,ND,ND
444/23,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2023-06-13,ND,760,ND,11560,ND,ND,ND
445/23,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,2023-06-13,ND,ND,ND,ND,ND,ND,ND
446/23,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2023-06-12,ND,ND,ND,1120,ND,ND,ND
447/23,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,2023-06-13,ND,ND,ND,160,ND,ND,ND
448/23,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2023-06-13,40,ND,ND,ND,ND,ND,ND
449/23,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2023-06-13,ND,100,ND,800,ND,ND,ND
450/23,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2023-06-13,ND,ND,ND,17960,ND,ND,ND
451/23,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,2023-06-12,ND,40,ND,3360,ND,ND,ND
452/23,Anglesey East,B104A,Ynys Mon CC,SH67528109,Anglesey Mussels,2023-06-12,ND,200,ND,1280,ND,ND,ND
453/23,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2023-06-14,ND,ND,ND,ND,ND,ND,ND
454/23,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2023-06-14,ND,ND,ND,ND,ND,ND,ND
456/23,Morecambe Bay - East,B047S,Lancaster CC,SD40436256,Heysham,2023-06-14,ND,ND,ND,ND,ND,ND,ND
457/23,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2023-06-14,ND,ND,ND,ND,ND,ND,ND
458/23,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,2023-06-14,ND,ND,ND,1000,ND,ND,ND
459/23,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,2023-06-14,ND,ND,ND,ND,ND,ND,ND
460/23,Taw/Torridge,B036V,Torridge DC,SS46403160,Neck Gut 1,2023-06-14,ND,120,ND,240,ND,ND,ND
461/23,Fal (Lower),B33AN,Cornwall PHA,SW81963551,Mylor Creek,2023-06-15,ND,ND,ND,136000,ND,ND,ND
462/23,Fal (Upper),B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2023-06-15,ND,ND,ND,5000,ND,ND,ND
463/23,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2023-06-15,ND,ND,ND,38480,ND,ND,ND
464/23,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2023-06-15,200,ND,ND,4400,ND,ND,ND
465/23,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,2023-06-19,ND,ND,ND,400,ND,ND,ND
466/23,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,2023-06-19,ND,ND,ND,1300,ND,ND,ND
467/23,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,2023-06-19,ND,ND,ND,ND,ND,ND,ND
468/23,Roach,B73AF,London PHA,TQ94909207,Paglesham,2023-06-19,ND,ND,ND,ND,ND,ND,ND
469/23,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2023-06-19,ND,ND,ND,ND,ND,ND,ND
470/23,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2023-06-19,ND,ND,ND,ND,ND,ND,ND
471/23,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2023-06-19,ND,ND,ND,ND,ND,ND,ND
472/23,Porlock Relay,B094E,Somerset Council,SS87184778,Porlock Relay,2023-06-19,ND,ND,ND,1760,ND,ND,ND
473/23,Dart,B028B,South Hams DC,SX87415599,Waddeton,2023-06-19,not tested,not tested,not tested,not tested,not tested,not tested,not tested
474/23,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2023-06-19,ND,160,40,ND,ND,ND,2156000
475/23,North Kent Coast,B17BS,Canterbury CC,TR10526680,WOCO Westbeach,2023-06-20,ND,ND,ND,ND,ND,ND,ND
476/23,Burry Inlet,B038L,City and Council of Swansea,SS44389595,Whitford Point,2023-06-20,ND,ND,ND,80,ND,ND,ND
477/23,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2023-06-20,ND,480,ND,16840,ND,ND,ND
478/23,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2023-06-20,ND,120,ND,11280,ND,ND,ND
479/23,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2023-06-20,ND,240,ND,15240,ND,ND,ND
480/23,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2023-06-20,ND,ND,ND,11080,ND,ND,ND
481/23,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2023-06-20,not tested,not tested,not tested,not tested,not tested,not tested,not tested
482/23,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2023-06-20,ND,ND,ND,ND,ND,ND,ND
483/23,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2023-06-19,ND,ND,ND,1040,ND,ND,ND
484/23,Câr y Môr,B097D,Pembrokeshire CC,SM72582343,Porthllisky,2023-06-20,ND,1280,ND,840,ND,ND,ND
485/23,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,2023-06-20,ND,ND,ND,12680,ND,ND,ND
486/23,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2023-06-20,ND,120,ND,31000,ND,ND,ND
487/23,Burry Inlet,B38AL,City and Council of Swansea,SS51639603,Salthouse Pill,2023-06-21,ND,ND,ND,ND,ND,ND,ND
488/23,Camel,B35AE,Cornwall CC,SW93567540,Porthilly Rock B,2023-06-21,ND,320,ND,57480,ND,ND,ND
489/23,Helford,B034W,Cornwall PHA,SW75512764,Porth Navas Quay,2023-06-21,ND,ND,ND,59600,ND,ND,ND
490/23,Dee,B45AB,Flintshire CC,SJ17038031,Salisbury,2023-06-21,ND,ND,ND,1600,ND,ND,ND
491/23,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65953700,Stubborn Sand,2023-06-20,ND,ND,ND,ND,ND,ND,ND
492/23,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,2023-06-21,ND,160,ND,7120,ND,ND,ND
493/23,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2023-06-21,ND,ND,ND,1300,ND,ND,ND
494/23,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2023-06-21,ND,ND,ND,2300,ND,ND,ND
495/23,Exe,B26BH,Teignbridge DC,SX97248072,Cockwood Harbour,2023-06-21,ND,ND,ND,12520,ND,ND,ND
496/23,Walton Backwaters,B011Q,Tendring DC,TM24232371,Twizzle,2023-06-21,ND,ND,ND,ND,ND,ND,ND
497/23,Taw/Torridge,B036V,Torridge DC,SS46403160,Neck Gut 1,2023-06-20,ND,120,ND,2280,ND,ND,ND
498/23,Anglesey East,B104A,Ynys Mon CC,SH6758106,Anglesey Mussels,2023-06-20,ND,40,ND,5840,ND,ND,ND
499/23,Fal (Lower),B33AN,Cornwall PHA,SW81963546,Mylor Creek,2023-06-22,ND,ND,ND,29700,ND,ND,ND
500/23,Fal (Upper),B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2023-06-22,40,ND,ND,22480,ND,ND,ND
501/23,Fal (Upper),B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2023-06-22,ND,ND,ND,21300,ND,ND,ND
502/23,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2023-06-22,ND,100,ND,106000,ND,ND,ND
503/23,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,2023-06-23,ND,ND,ND,ND,ND,ND,ND
505/23,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2023-06-26,ND,ND,ND,ND,ND,ND,ND
506/23,Camel,B35AE,Cornwall CC,SW93567540,Porthilly Rock B,2023-06-26,ND,ND,ND,8500,ND,ND,ND
507/23,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79304452,Norton Creek Mussels,2023-06-26,ND,ND,ND,ND,ND,ND,ND
508/23,North Kent Coast ,B17CR,London PHA,TR32937761,N. Margate and Pan Sand TECFO 15 ,2023-06-26,ND,ND,ND,ND,ND,ND,ND
509/23,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2023-06-26,ND,ND,ND,440,ND,ND,ND
510/23,Câr y Môr,B097D,Pembrokeshire CC,SM72582343,Porthllisky,2023-06-26,ND,80,ND,160,ND,ND,ND
511/23,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2023-06-26,ND,2000,ND,240,ND,ND,265000
512/23,Taw/Torridge,B036V,Torridge DC,SS46403160,Neck Gut 1,2023-06-26,ND,ND,ND,1700,ND,ND,ND
513/23,Fal (Upper),B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2023-06-27,ND,ND,ND,3640,ND,ND,ND
514/23,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2023-06-27,ND,ND,ND,17760,ND,ND,120
515/23,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2023-06-27,ND,ND,ND,52200,ND,ND,200
516/23,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2023-06-27,ND,240,ND,363000,ND,ND,520
517/23,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2023-06-27,ND,ND,ND,108000,ND,ND,ND
518/23,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,2023-06-27,ND,ND,ND,ND,ND,ND,ND
519/23,Portsmouth Harbour,B020H,Portsmouth PHA,SU62560444,Paulsgrove,2023-06-27,ND,ND,ND,ND,ND,ND,ND
520/23,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2023-06-26,ND,760,ND,5360,ND,ND,ND
521/23,Lyme Bay,B090M,Torbay BC,SY13687543,Site 1,2023-06-26,ND,1200,ND,19300,ND,ND,ND
522/23,West Mersea,B013Z,Colchester BC,TL99921299,The Hard,2023-06-28,ND,ND,ND,ND,ND,ND,ND
524/23,Morecambe Bay - East,B047S,Lancaster CC,SD48160166,Heysham,2023-06-28,ND,ND,ND,1600,ND,ND,ND
525/23,Colne,B012F,Colchester BC,TM06231590,Pyefleet Spit,2023-06-29,ND,ND,ND,ND,ND,ND,ND
527/23,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,2023-06-29,100,ND,ND,ND,ND,ND,100
528/23,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2023-06-29,ND,ND,ND,ND,ND,ND,ND
529/23,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2023-07-03,ND,400,ND,ND,ND,ND,ND
530/23,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,2023-07-03,ND,ND,ND,1200,ND,ND,ND
531/23,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2023-07-03,ND,ND,ND,1800,ND,ND,ND
532/23,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2023-07-03,ND,40,ND,2120,ND,ND,ND
533/23,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2023-07-03,ND,120,ND,1240,ND,ND,ND
534/23,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2023-07-03,ND,ND,ND,920,ND,ND,ND
535/23,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2023-07-03,ND,ND,ND,ND,ND,ND,ND
536/23,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2023-07-02,ND,40,40,ND,ND,ND,ND
537/23,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,2023-07-03,not tested,not tested,not tested,not tested,not tested,not tested,not tested
539/23,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53488077,Nodwydd,2023-07-03,ND,ND,ND,16240,ND,ND,ND
540/23,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2023-07-04,ND,ND,ND,ND,ND,ND,ND
541/23,North Kent Coast,B17BS,Canterbury CC,TR10526680,WOCO Westbeach,2023-07-04,ND,ND,ND,ND,ND,ND,ND
542/23,Fal (Lower),B33AN,Cornwall PHA,SW81963546,Mylor Creek,2023-07-04,ND,ND,ND,21080,ND,ND,ND
543/23,Fal (Upper),B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2023-07-04,ND,ND,ND,500,ND,ND,ND
544/23,Fal (Upper),B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2023-07-04,ND,ND,ND,1900,ND,ND,ND
545/23,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2023-07-04,ND,320,ND,5760,ND,ND,ND
546/23,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2023-07-04,ND,240,ND,22000,ND,ND,ND
547/23,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2023-07-04,ND,280,ND,38960,ND,ND,ND
548/23,Roach,B73AF,London PHA,TQ94909207,Paglesham,2023-07-04,ND,ND,ND,ND,ND,ND,ND
549/23,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2023-07-04,ND,7960,ND,1800,ND,ND,442000
550/23,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2023-07-04,ND,920,ND,4240,ND,ND,ND
551/23,Brixham,B082C,Torbay BC,SX93996191,Torquay Mussels NW,2023-07-04,40,160,ND,3880,ND,ND,ND
552/23,The Wash,B003V,Boston BC,TF44234098,Toft,2023-07-04,ND,ND,ND,ND,ND,ND,ND
553/23,Camel,B35AE,Cornwall CC,SW93567540,Porthilly Rock B,2023-07-05,ND,ND,ND,24880,ND,ND,ND
554/23,Helford,B034W,Cornwall PHA,SW75512764,Porth Navas Quay,2023-07-05,ND,40,ND,314000,ND,ND,40
555/23,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2023-07-05,ND,120,ND,378000,ND,ND,ND
556/23,Dee,B45AB,Flintshire CC,SJ17308032,Salisbury,2023-07-05,not tested,not tested,not tested,not tested,not tested,not tested,not tested
557/23,Porlock Relay,B094E,Somerset Council,SS87184778,Porlock Relay,2023-07-05,ND,ND,ND,2800,ND,ND,ND
558/23,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2023-07-05,ND,ND,ND,ND,ND,ND,ND
559/23,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2023-07-05,ND,ND,ND,ND,ND,ND,ND
560/23,Taw/Torridge,B036V,Torridge DC,SS46403160,Neck Gut 1,2023-07-04,ND,ND,ND,8300,ND,ND,ND
561/23,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2023-07-06,ND,ND,ND,ND,ND,ND,ND
562/23,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,2023-07-06,ND,ND,ND,1600,ND,ND,ND
564/23,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2023-07-10,ND,40,ND,28080,ND,ND,ND
565/23,Mevagissey Bay,B70AK,Cornwall PHA,SK05214698,South Mevagissey Bottom,2023-07-10,ND,40,ND,353000,ND,ND,ND
566/23,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2023-07-10,ND,880,ND,447000,ND,ND,ND
567/23,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,2023-07-10,ND,ND,ND,ND,ND,ND,ND
568/23,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79304452,Norton Creek Mussels,2023-07-10,ND,ND,ND,ND,ND,ND,ND
569/23,Swale,B076P,Swale BC,TR01316497,The Causeway,2023-07-10,ND,ND,ND,ND,ND,ND,ND
570/23,Lyme Bay,B090M,Torbay BC,SY13687543,Site 1,2023-07-10,ND,400,ND,1120,ND,ND,ND
571/23,Taw/Torridge,B036V,Torridge DC,SS46403160,Neck Gut 1,2023-07-10,ND,ND,ND,10080,ND,ND,ND
572/23,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2023-07-11,ND,160,ND,321000,ND,ND,ND
573/23,Câr y Môr,B097D,Pembrokeshire CC,SM72582343,Porthllisky,2023-07-11,ND,120,ND,10520,ND,ND,ND
574/23,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,2023-07-10,ND,ND,ND,3200,ND,ND,ND
575/23,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,2023-07-11,ND,ND,ND,500,ND,ND,ND
576/23,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,2023-07-11,ND,ND,ND,54200,ND,ND,ND
577/23,West Mersea,B013Z,Colchester BC,TL99921299,The Hard,2023-07-12,ND,ND,ND,400,ND,ND,ND
579/23,Helford,B034W,Cornwall PHA,SW75512764,Porth Navas Quay,2023-07-12,ND,ND,ND,73900,ND,ND,ND
580/23,Menai Strait East,B055S,Gwynedd CC,SH58334732,West of Bangor Pier,2023-07-11,ND,ND,ND,240,ND,ND,ND
581/23,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,2023-07-11,ND,ND,200,2800,ND,ND,ND
582/23,Morecambe Bay - East,B047S,Lancaster CC,SD41126170,Heysham,2023-07-12,ND,ND,ND,ND,ND,ND,ND
583/23,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2023-07-12,ND,ND,ND,800,ND,ND,ND
584/23,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2023-07-12,ND,ND,ND,1600,ND,ND,ND
585/23,Exe,B26BH,Teignbridge DC,SX97248072,Cockwood Harbour,2023-07-12,ND,ND,ND,2400,ND,ND,ND
586/23,Teign,B27AC,Teignbridge DC,SX933 729,Gas Works East,2023-07-12,ND,ND,ND,8760,ND,ND,ND
587/23,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2023-07-12,ND,40,ND,19280,ND,ND,40
588/23,Brixham,B082C,Torbay BC,SX93996191,Torquay Mussels NW,2023-07-12,ND,ND,ND,3320,ND,ND,ND
589/23,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53488077,Nodwydd,2023-07-12,ND,ND,ND,5000,ND,ND,ND
590/23,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2023-07-13,ND,ND,ND,ND,ND,ND,ND
592/23,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65953700,Stubborn Sand,2023-07-12,ND,ND,ND,ND,ND,ND,ND
593/23,Dart,B028B,South Hams DC,SX87415599,Waddeton,2023-07-13,ND,ND,ND,1200,ND,ND,ND
594/23,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2023-07-17,ND,ND,ND,3300,ND,ND,ND
595/23,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2023-07-17,ND,ND,ND,10200,ND,ND,ND
596/23,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,2023-07-17,ND,ND,ND,ND,ND,ND,ND
597/23,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,2023-07-17,ND,ND,ND,ND,ND,ND,ND
598/23,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2023-07-17,ND,ND,ND,2600,ND,ND,ND
599/23,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2023-07-17,ND,ND,ND,2840,ND,ND,ND
600/23,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2023-07-17,ND,ND,ND,1200,ND,ND,ND
601/23,Burry Inlet,B038L,City and Council of Swansea,SS44389595,Whitford Point,2023-07-18,ND,ND,ND,ND,ND,ND,ND
602/23,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2023-07-18,ND,240,ND,412000,ND,ND,ND
603/23,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2023-07-18,ND,80,ND,267000,ND,ND,ND
604/23,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2023-07-18,ND,80,ND,863000,ND,ND,ND
605/23,Roach,B73AF,London PHA,TQ94909207,Paglesham,2023-07-18,ND,ND,ND,ND,ND,ND,ND
606/23,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2023-07-18,ND,ND,ND,1080,ND,ND,ND
607/23,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2023-07-18,ND,80,ND,10480,ND,ND,ND
608/23,Brixham,B082C,Torbay BC,SX93996191,Torquay Mussels NW,2023-07-18,ND,200,ND,6400,ND,ND,ND
609/23,Lyme Bay,B090M,Torbay BC,SY13687543,Site 1,2023-07-17,ND,160,ND,8880,ND,ND,ND
610/23,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,2023-07-18,ND,ND,ND,1600,ND,ND,ND
612/23,Burry Inlet,B38AL,City and Council of Swansea,SS51639603,Salthouse Pill,2023-07-19,ND,ND,ND,ND,ND,ND,ND
613/23,Camel,B35AE,Cornwall CC,SW93567540,Porthilly Rock B,2023-07-19,ND,40,ND,3120,ND,ND,ND
614/23,Fal (Lower),B33AN,Cornwall PHA,SW81963546,Mylor Creek,2023-07-19,ND,40,ND,4600,ND,ND,ND
615/23,Fal (Upper),B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2023-07-19,ND,ND,ND,3680,ND,ND,ND
616/23,Fal (Upper),B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2023-07-19,ND,ND,ND,3880,ND,ND,ND
617/23,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2023-07-19,ND,40,ND,246000,ND,ND,ND
618/23,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2023-07-19,ND,ND,ND,3760,ND,ND,ND
619/23,Porlock Relay,B094E,Somerset Council,SS87184778,Porlock Relay,2023-07-19,ND,ND,ND,ND,ND,ND,ND
620/23,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,2023-07-19,ND,ND,ND,151000,ND,ND,ND
621/23,Solent,B24BK,Southampton PHA,SZ5749794,Browndown,2023-07-19,ND,ND,ND,ND,ND,ND,ND
622/23,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2023-07-19,ND,ND,ND,ND,ND,ND,ND
623/23,Walton Backwaters,B011Q,Tendring DC,TM24272367,Twizzle,2023-07-19,ND,ND,ND,ND,ND,ND,ND
624/23,Taw/Torridge,B036V,Torridge DC,SS46403160,Neck Gut 1,2023-07-18,ND,ND,ND,2000,ND,ND,ND
625/23,Câr y Môr,B097D,Pembrokeshire CC,SM72582343,Porthllisky,2023-07-19,ND,40,ND,30400,ND,ND,ND
626/23,Dee,B45AB,Flintshire CC,SJ17038032,Salisbury,2023-07-24,ND,ND,ND,2200,ND,ND,ND
627/23,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79304452,Norton Creek Mussels,2023-07-24,ND,ND,ND,200,ND,ND,ND
628/23,Câr y Môr,B097D,Pembrokeshire CC,SM725823,Porthllisky,2023-07-24,not tested,not tested,not tested,not tested,not tested,not tested,not tested
629/23,Swansea,B037U,Swansea PHA,SS67649220,Queens Dock,2023-07-24,ND,640,ND,263000,ND,ND,ND
630/23,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,2023-07-24,ND,ND,ND,ND,ND,ND,ND
631/23,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2023-07-25,ND,ND,ND,9080,ND,ND,ND
632/23,Lantivet Bay,B70AI,Cornwall PHA,SX16303094,Sandheap Point,2023-07-25,ND,40,ND,656000,ND,ND,ND
633/23,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2023-07-25,ND,40,ND,763000,ND,ND,ND
634/23,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2023-07-25,ND,ND,ND,500000,ND,ND,ND
635/23,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,2023-07-25,ND,ND,ND,ND,ND,ND,ND
636/23,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,2023-07-25,ND,ND,ND,100,ND,ND,ND
637/23,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2023-07-24,ND,ND,ND,ND,ND,ND,ND
638/23,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2023-07-25,ND,ND,ND,400,ND,ND,ND
639/23,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,2023-07-25,ND,ND,ND,80,ND,ND,ND
640/23,West Mersea,B013Z,Colchester BC,TL99921299,The Hard,2023-07-26,ND,ND,ND,ND,ND,ND,ND
642/23,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2023-07-26,ND,ND,ND,667000,ND,ND,ND
643/23,Morecambe Bay - East,B047S,Lancaster CC,SD41126169,Heysham,2023-07-25,not tested,not tested,not tested,not tested,not tested,not tested,not tested
644/23,Portsmouth Harbour,B020H,Portsmouth PHA,SU62560444,Paulsgrove,2023-07-25,ND,ND,ND,ND,ND,ND,ND
645/23,Dart,B028B,South Hams DC,SX87415599,Waddeton,2023-07-26,ND,ND,ND,1300,ND,ND,ND
646/23,Exe,B26BH,Teignbridge DC,SX97248072,Cockwood Harbour,2023-07-26,ND,ND,ND,2700,ND,ND,ND
647/23,Teign,B27AC,Teignbridge DC,SX933729,Gas Works East,2023-07-26,ND,ND,ND,7920,ND,ND,ND
648/23,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2023-07-24,ND,ND,ND,2600,ND,ND,ND
649/23,Brixham,B082C,Torbay BC,SX93996191,Torquay Mussels NW,2023-07-24,ND,40,ND,1360,ND,ND,ND
650/23,Lyme Bay,B090M,Torbay BC,SY13687543,Site 1,2023-07-24,ND,ND,ND,680,ND,ND,ND
651/23,North Kent Coast ,B17CR,London PHA,TR32937761,N. Margate and Pan Sand TECFO 15 ,2023-07-27,ND,ND,ND,600,ND,ND,ND
652/23,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2023-07-28,ND,ND,ND,480,ND,ND,ND
654/23,Colne,B012F,Colchester BC,TM06231590,Pyefleet Spit,2023-07-27,ND,ND,ND,ND,ND,ND,ND
